submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
10/26/2021,HI,80876,,,69,10,883,,,0,0,10/27/2021 02:21:35 PM,Not agree,Not agree
06/17/2021,HI,35862,,,31,0,504,,,0,0,06/18/2021 01:48:26 PM,Not agree,Not agree
12/30/2021,HI,106350,,,3425,368,1074,,,0,0,12/31/2021 02:32:16 PM,Not agree,Not agree
11/12/2020,HI,16171,,,94,0,221,,,0,0,11/13/2020 02:54:34 PM,Not agree,Not agree
06/15/2021,HI,35802,,,33,5,503,,,0,0,06/16/2021 03:10:20 PM,Not agree,Not agree
11/10/2020,HI,15961,,,69,0,221,,,1,0,11/11/2020 03:15:25 PM,Not agree,Not agree
10/10/2020,HI,13371,,,108,0,168,,,2,0,10/11/2020 01:47:22 PM,Not agree,Not agree
07/23/2021,HI,38499,,,215,5,524,,,0,0,07/24/2021 02:21:11 PM,Not agree,Not agree
04/26/2022,HI,238763,,,0,0,1395,,,0,0,04/27/2022 01:16:30 PM,Not agree,Not agree
03/20/2020,HI,49,,,10,0,0,,,0,,03/26/2020 12:22:39 PM,Not agree,Not agree
10/06/2020,HI,13009,,,109,0,160,,,3,0,10/07/2020 09:45:01 AM,Not agree,Not agree
08/08/2021,HI,44609,,,632,25,539,,,0,0,08/09/2021 02:44:15 PM,Not agree,Not agree
06/06/2020,HI,662,,,1,0,17,,,0,0,06/07/2020 10:23:35 AM,Not agree,Not agree
08/13/2020,HI,4512,,,232,0,38,,,0,0,08/14/2020 10:30:03 AM,Not agree,Not agree
05/15/2022,HI,251759,,,0,0,1422,,,0,0,05/16/2022 02:11:38 PM,Not agree,Not agree
08/29/2021,HI,60094,,,1658,98,586,,,2,0,08/30/2021 02:26:22 PM,Not agree,Not agree
07/21/2022,HI,313805,,,0,0,1536,,,0,0,07/22/2022 01:17:16 PM,Not agree,Not agree
08/20/2020,HI,6048,,,230,0,45,,,2,0,08/21/2020 10:27:34 AM,Not agree,Not agree
09/25/2021,HI,75391,,,394,7,742,,,0,0,09/27/2021 01:21:43 PM,Not agree,Not agree
04/17/2020,HI,564,,,20,0,9,,,0,,04/17/2020 12:22:39 PM,Not agree,Not agree
06/02/2020,HI,646,,,1,0,17,,,0,0,06/03/2020 10:11:36 AM,Not agree,Not agree
09/04/2020,HI,9655,,,219,0,81,,,2,0,09/05/2020 10:09:45 AM,Not agree,Not agree
07/08/2020,HI,1109,,,34,0,19,,,0,0,07/09/2020 11:14:15 AM,Not agree,Not agree
04/28/2020,HI,602,,,4,0,16,,,0,0,04/29/2020 02:12:08 PM,Not agree,Not agree
10/13/2020,HI,13538,,,61,0,173,,,4,0,10/14/2020 01:28:39 PM,Not agree,Not agree
10/28/2021,HI,81168,,,117,-4,886,,,2,0,10/29/2021 02:10:26 PM,Not agree,Not agree
05/26/2022,HI,267602,,,0,0,1439,,,0,0,05/27/2022 01:29:41 PM,Not agree,Not agree
07/02/2021,HI,36508,,,73,11,515,,,0,0,07/03/2021 01:44:06 PM,Not agree,Not agree
08/13/2021,HI,47612,,,1149,6,544,,,1,0,08/14/2021 02:46:52 PM,Not agree,Not agree
07/17/2022,HI,309561,,,0,0,1523,,,0,0,07/18/2022 01:37:41 PM,Not agree,Not agree
03/30/2022,HI,234659,,,1090,239,1367,,,6,0,03/31/2022 02:49:40 PM,Not agree,Not agree
02/28/2022,HI,230458,,,361,62,1322,,,4,0,03/01/2022 03:28:54 PM,Not agree,Not agree
12/01/2021,HI,84848,,,88,26,1015,,,8,0,12/02/2021 02:35:20 PM,Not agree,Not agree
08/23/2020,HI,6744,,,169,0,47,,,0,0,08/24/2020 09:54:34 AM,Not agree,Not agree
01/13/2022,HI,152811,,,3351,44,1103,,,4,0,01/14/2022 02:51:43 PM,Not agree,Not agree
11/05/2021,HI,82071,,,111,13,936,,,12,0,11/06/2021 01:17:26 PM,Not agree,Not agree
12/24/2020,HI,20309,,,125,0,283,,,0,0,12/25/2020 02:25:34 PM,Not agree,Not agree
07/12/2022,HI,305348,,,0,0,1512,,,0,0,07/13/2022 01:20:19 PM,Not agree,Not agree
09/08/2021,HI,66925,,,371,-1,622,,,0,0,09/09/2021 02:36:12 PM,Not agree,Not agree
10/26/2020,HI,14653,,,35,0,211,,,0,0,10/27/2020 01:47:53 PM,Not agree,Not agree
12/29/2021,HI,102925,,,1554,127,1074,,,3,0,12/30/2021 02:41:22 PM,Not agree,Not agree
11/18/2021,HI,83486,,,216,93,981,,,7,0,11/19/2021 03:04:49 PM,Not agree,Not agree
07/05/2022,HI,301246,,,0,0,1492,,,0,0,07/06/2022 01:26:32 PM,Not agree,Not agree
08/17/2020,HI,5322,,,134,0,40,,,0,0,08/18/2020 10:26:55 AM,Not agree,Not agree
04/19/2022,HI,237097,,,0,0,1378,,,0,0,04/20/2022 01:32:06 PM,Not agree,Not agree
05/24/2021,HI,34688,,,34,-5,493,,,0,0,05/25/2021 02:17:06 PM,Not agree,Not agree
05/06/2020,HI,617,,,2,0,17,,,0,0,05/07/2020 06:59:02 PM,Not agree,Not agree
06/25/2020,HI,849,,,16,0,17,,,0,0,06/26/2020 03:18:27 PM,Not agree,Not agree
01/31/2020,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
05/19/2021,HI,34395,,,95,41,489,,,0,0,05/20/2021 03:08:06 PM,Not agree,Not agree
08/14/2021,HI,48376,,,764,16,545,,,1,0,08/16/2021 12:55:48 PM,Not agree,Not agree
02/18/2022,HI,228073,,,471,54,1280,,,2,0,02/19/2022 02:20:06 PM,Not agree,Not agree
02/06/2022,HI,221173,,,898,109,1214,,,4,0,02/07/2022 03:36:42 PM,Not agree,Not agree
11/15/2020,HI,16379,,,0,0,221,,,0,0,11/16/2020 06:40:02 PM,Not agree,Not agree
05/05/2020,HI,615,,,1,0,17,,,0,0,05/06/2020 12:23:08 PM,Not agree,Not agree
03/22/2022,HI,232845,,,0,0,1356,,,0,0,03/23/2022 03:04:18 PM,Not agree,Not agree
05/25/2020,HI,636,,,0,0,17,,,0,0,05/25/2020 12:00:00 AM,Not agree,Not agree
07/30/2020,HI,2085,,,122,0,26,,,0,0,07/31/2020 10:35:06 AM,Not agree,Not agree
09/27/2020,HI,12167,,,90,0,131,,,0,0,09/28/2020 09:50:59 AM,Not agree,Not agree
11/08/2020,HI,15834,,,127,0,220,,,1,0,11/09/2020 02:38:54 PM,Not agree,Not agree
08/28/2021,HI,58436,,,927,14,584,,,5,0,08/30/2021 12:49:04 PM,Not agree,Not agree
03/05/2022,HI,231222,,,0,0,1336,,,0,0,03/07/2022 01:47:14 PM,Not agree,Not agree
09/24/2020,HI,11855,,,111,0,124,,,2,0,09/25/2020 09:54:10 AM,Not agree,Not agree
05/17/2021,HI,34247,,,67,0,489,,,0,0,05/18/2021 02:26:44 PM,Not agree,Not agree
11/11/2021,HI,82710,,,128,23,961,,,3,0,11/12/2021 05:03:41 PM,Not agree,Not agree
07/29/2021,HI,39624,,,232,14,531,,,2,0,07/30/2021 02:36:41 PM,Not agree,Not agree
07/16/2022,HI,309561,,,0,0,1523,,,0,0,07/18/2022 01:03:55 PM,Not agree,Not agree
07/13/2020,HI,1239,,,22,0,22,,,3,0,07/14/2020 11:13:07 AM,Not agree,Not agree
08/23/2021,HI,54608,,,570,7,561,,,0,0,08/24/2021 02:24:26 PM,Not agree,Not agree
07/11/2021,HI,37025,,,91,5,518,,,0,0,07/12/2021 02:22:55 PM,Not agree,Not agree
03/25/2022,HI,233569,,,0,0,1361,,,0,0,03/26/2022 01:34:52 PM,Not agree,Not agree
05/11/2021,HI,33723,,,58,0,485,,,0,0,05/12/2021 02:33:56 PM,Not agree,Not agree
12/27/2021,HI,100559,,,3537,735,1071,,,0,0,12/28/2021 05:00:54 PM,Not agree,Not agree
05/31/2022,HI,267602,,,0,0,1439,,,0,0,06/01/2022 01:35:39 PM,Not agree,Not agree
10/27/2021,HI,81051,,,175,18,884,,,1,0,10/28/2021 02:08:30 PM,Not agree,Not agree
04/04/2020,HI,388,,,15,0,4,,,1,,04/03/2020 12:22:39 PM,Not agree,Not agree
04/26/2021,HI,32349,,,65,0,475,,,0,0,04/27/2021 01:56:18 PM,Not agree,Not agree
07/30/2021,HI,40176,,,552,33,534,,,3,0,07/31/2021 01:56:41 PM,Not agree,Not agree
09/09/2021,HI,67346,,,421,37,629,,,7,0,09/10/2021 02:35:13 PM,Not agree,Not agree
07/08/2022,HI,305348,,,0,0,1512,,,0,0,07/09/2022 01:19:19 PM,Not agree,Not agree
08/05/2021,HI,42770,,,635,33,535,,,0,0,08/06/2021 02:53:58 PM,Not agree,Not agree
11/27/2021,HI,84466,,,132,-3,1004,,,0,0,11/29/2021 01:20:44 PM,Not agree,Not agree
03/17/2021,HI,28423,,,66,0,448,,,0,0,03/18/2021 02:01:55 PM,Not agree,Not agree
06/18/2022,HI,290652,,,0,0,1462,,,0,0,06/20/2022 12:19:49 PM,Not agree,Not agree
01/16/2022,HI,165622,,,3856,153,1115,,,3,0,01/17/2022 03:24:48 PM,Not agree,Not agree
11/27/2020,HI,17498,,,83,0,238,,,3,0,11/28/2020 02:46:47 PM,Not agree,Not agree
06/12/2021,HI,35693,,,98,3,503,,,0,0,06/13/2021 01:40:53 PM,Not agree,Not agree
12/21/2021,HI,91202,,,692,158,1061,,,0,0,12/22/2021 02:47:22 PM,Not agree,Not agree
04/30/2021,HI,32694,,,114,0,480,,,0,0,05/01/2021 01:43:22 PM,Not agree,Not agree
04/02/2021,HI,30017,,,129,0,460,,,0,0,04/03/2021 01:51:09 PM,Not agree,Not agree
05/30/2020,HI,644,,,0,0,17,,,0,0,05/30/2020 12:00:00 AM,Not agree,Not agree
01/23/2020,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
08/31/2021,HI,61353,,,545,4,586,,,0,0,09/01/2021 02:27:14 PM,Not agree,Not agree
02/20/2020,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
04/25/2020,HI,596,,,2,0,14,,,1,0,05/25/2020 11:38:40 AM,Not agree,Not agree
11/02/2021,HI,81689,,,39,4,908,,,0,0,11/03/2021 01:51:46 PM,Not agree,Not agree
06/26/2021,HI,36251,,,53,1,513,,,2,0,06/28/2021 01:23:06 PM,Not agree,Not agree
07/22/2020,HI,1463,,,54,0,25,,,1,0,07/23/2020 10:48:19 AM,Not agree,Not agree
04/08/2021,HI,30673,,,121,0,467,,,3,0,04/09/2021 02:11:49 PM,Not agree,Not agree
02/09/2021,HI,26456,,,28,0,415,,,0,0,02/10/2021 02:52:16 PM,Not agree,Not agree
10/31/2020,HI,14995,,,62,0,218,,,3,0,11/01/2020 03:03:08 PM,Not agree,Not agree
06/29/2020,HI,901,,,18,0,18,,,0,0,06/30/2020 11:27:33 AM,Not agree,Not agree
11/14/2020,HI,16379,,,105,0,221,,,0,0,11/15/2020 03:12:13 PM,Not agree,Not agree
11/14/2021,HI,82986,,,72,14,967,,,1,0,11/15/2021 03:24:41 PM,Not agree,Not agree
12/22/2020,HI,20089,,,64,0,280,,,0,0,12/23/2020 02:36:58 PM,Not agree,Not agree
10/23/2020,HI,14412,,,128,0,209,,,3,0,10/24/2020 01:26:44 PM,Not agree,Not agree
02/12/2022,HI,225523,,,690,161,1246,,,11,0,02/14/2022 02:00:44 PM,Not agree,Not agree
07/31/2020,HI,2172,,,87,0,26,,,0,0,08/01/2020 10:38:12 AM,Not agree,Not agree
05/02/2022,HI,241955,,,0,0,1406,,,0,0,05/03/2022 01:21:33 PM,Not agree,Not agree
05/14/2021,HI,33915,,,80,0,487,,,1,0,05/15/2021 01:54:58 PM,Not agree,Not agree
12/07/2021,HI,85464,,,51,15,1022,,,0,0,12/08/2021 03:02:11 PM,Not agree,Not agree
03/10/2022,HI,231844,,,0,0,1342,,,0,0,03/11/2022 03:18:11 PM,Not agree,Not agree
02/13/2020,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
06/10/2022,HI,283574,,,0,0,1453,,,0,0,06/11/2022 01:22:12 PM,Not agree,Not agree
10/18/2021,HI,79941,,,109,14,871,,,4,0,10/19/2021 03:01:15 PM,Not agree,Not agree
05/21/2021,HI,34521,,,47,-1,491,,,2,0,05/22/2021 06:59:37 PM,Not agree,Not agree
11/29/2021,HI,84685,,,70,10,1007,,,0,0,11/30/2021 03:29:21 PM,Not agree,Not agree
03/28/2020,HI,199,,,28,0,0,,,0,,03/28/2020 12:22:39 PM,Not agree,Not agree
02/02/2021,HI,25932,,,62,0,407,,,0,0,02/03/2021 02:55:58 PM,Not agree,Not agree
12/24/2021,HI,95454,,,1808,395,1067,,,1,0,12/25/2021 02:11:33 PM,Not agree,Not agree
01/24/2021,HI,25093,,,143,0,339,,,6,0,01/25/2021 02:42:40 PM,Not agree,Not agree
11/19/2020,HI,16677,,,100,0,222,,,0,0,11/20/2020 03:06:16 PM,Not agree,Not agree
02/27/2022,HI,230097,,,0,0,1318,,,0,0,02/28/2022 02:56:19 PM,Not agree,Not agree
10/23/2021,HI,80569,,,170,21,880,,,2,0,10/25/2021 03:25:56 PM,Not agree,Not agree
08/31/2020,HI,8622,,,179,0,70,,,7,0,09/01/2020 10:09:34 AM,Not agree,Not agree
12/10/2020,HI,18586,,,116,0,266,,,2,0,12/11/2020 03:06:51 PM,Not agree,Not agree
01/10/2021,HI,22778,,,178,0,306,,,1,0,01/11/2021 03:01:02 PM,Not agree,Not agree
06/13/2021,HI,35723,,,30,3,503,,,0,0,06/14/2021 03:07:59 PM,Not agree,Not agree
06/28/2021,HI,36314,,,17,-4,513,,,0,0,06/29/2021 02:25:53 PM,Not agree,Not agree
07/25/2020,HI,1655,,,64,0,26,,,0,0,07/26/2020 11:17:16 AM,Not agree,Not agree
06/03/2022,HI,275631,,,0,0,1445,,,0,0,06/04/2022 01:27:07 PM,Not agree,Not agree
06/02/2022,HI,275631,,,0,0,1445,,,0,0,06/03/2022 01:21:31 PM,Not agree,Not agree
06/22/2022,HI,296007,,,5355,1098,1477,,,15,0,06/23/2022 01:25:04 PM,Not agree,Not agree
05/03/2022,HI,241955,,,0,0,1406,,,0,0,05/04/2022 01:36:27 PM,Not agree,Not agree
06/08/2021,HI,35422,,,31,3,502,,,0,0,06/09/2021 02:26:44 PM,Not agree,Not agree
07/03/2020,HI,980,,,24,0,19,,,1,0,07/04/2020 11:30:31 AM,Not agree,Not agree
02/03/2022,HI,217895,,,1483,168,1182,,,3,0,02/04/2022 03:29:18 PM,Not agree,Not agree
05/08/2021,HI,33540,,,123,35,484,,,1,0,05/09/2021 01:43:24 PM,Not agree,Not agree
09/18/2021,HI,72687,,,550,68,697,,,8,0,09/20/2021 12:14:02 PM,Not agree,Not agree
03/25/2021,HI,29120,,,115,0,455,,,1,0,03/26/2021 02:14:54 PM,Not agree,Not agree
05/10/2021,HI,33665,,,52,0,485,,,0,0,05/11/2021 01:53:24 PM,Not agree,Not agree
08/09/2021,HI,45041,,,432,19,540,,,1,0,08/10/2021 03:30:38 PM,Not agree,Not agree
07/02/2022,HI,301246,,,0,0,1492,,,0,0,07/04/2022 12:52:02 PM,Not agree,Not agree
12/23/2020,HI,20184,,,95,0,283,,,3,0,12/24/2020 02:31:20 PM,Not agree,Not agree
05/18/2021,HI,34300,,,53,0,489,,,0,0,05/19/2021 02:37:49 PM,Not agree,Not agree
12/07/2020,HI,18344,,,78,0,260,,,0,0,12/08/2020 02:59:49 PM,Not agree,Not agree
02/20/2022,HI,228735,,,310,63,1292,,,4,0,02/21/2022 08:43:30 PM,Not agree,Not agree
04/04/2021,HI,30338,,,92,0,464,,,0,0,04/05/2021 01:43:02 PM,Not agree,Not agree
06/05/2022,HI,275631,,,0,0,1445,,,0,0,06/06/2022 01:41:22 PM,Not agree,Not agree
08/20/2021,HI,52401,,,836,51,559,,,4,0,08/21/2021 01:25:01 PM,Not agree,Not agree
01/28/2022,HI,208253,,,1848,207,1152,,,5,0,01/29/2022 02:30:49 PM,Not agree,Not agree
07/20/2021,HI,37936,,,97,-1,520,,,0,0,07/21/2021 02:18:34 PM,Not agree,Not agree
06/30/2022,HI,301246,,,0,0,1492,,,0,0,07/01/2022 01:36:08 PM,Not agree,Not agree
09/11/2020,HI,10547,,,127,0,96,,,2,0,09/12/2020 10:12:43 AM,Not agree,Not agree
05/03/2021,HI,33060,,,71,0,481,,,1,0,05/04/2021 02:00:10 PM,Not agree,Not agree
02/28/2021,HI,27473,,,54,0,436,,,0,0,03/01/2021 03:21:38 PM,Not agree,Not agree
01/14/2021,HI,23305,,,164,0,315,,,6,0,01/15/2021 02:46:04 PM,Not agree,Not agree
02/16/2022,HI,226992,,,194,1,1262,,,12,0,02/17/2022 02:53:30 PM,Not agree,Not agree
02/05/2022,HI,220275,,,1216,174,1210,,,18,0,02/07/2022 02:07:42 PM,Not agree,Not agree
05/04/2022,HI,246110,,,4155,1162,1416,,,10,0,05/05/2022 01:33:26 PM,Not agree,Not agree
05/17/2022,HI,251759,,,0,0,1422,,,0,0,05/18/2022 01:45:25 PM,Not agree,Not agree
02/26/2020,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
07/29/2020,HI,1963,,,123,0,26,,,0,0,07/30/2020 10:42:43 AM,Not agree,Not agree
09/10/2021,HI,68087,,,741,65,636,,,7,0,09/11/2021 01:20:03 PM,Not agree,Not agree
01/09/2021,HI,22600,,,228,0,305,,,4,0,01/10/2021 04:10:55 PM,Not agree,Not agree
03/27/2022,HI,233569,,,0,0,1361,,,0,0,03/28/2022 02:00:06 PM,Not agree,Not agree
08/25/2020,HI,7234,,,275,0,49,,,0,0,08/26/2020 09:51:40 AM,Not agree,Not agree
06/04/2020,HI,653,,,6,0,17,,,0,0,06/05/2020 11:17:07 AM,Not agree,Not agree
07/18/2022,HI,309561,,,0,0,1523,,,0,0,07/19/2022 01:17:10 PM,Not agree,Not agree
09/29/2021,HI,76457,,,214,24,765,,,13,0,09/30/2021 02:57:48 PM,Not agree,Not agree
10/10/2021,HI,78986,,,200,31,836,,,4,0,10/11/2021 02:09:22 PM,Not agree,Not agree
11/23/2021,HI,84135,,,51,1,991,,,0,0,11/24/2021 03:13:47 PM,Not agree,Not agree
02/05/2021,HI,26192,,,91,0,413,,,0,0,02/06/2021 04:05:17 PM,Not agree,Not agree
03/16/2022,HI,232845,,,1001,320,1356,,,14,0,03/17/2022 02:31:57 PM,Not agree,Not agree
09/01/2020,HI,8961,,,339,0,74,,,4,0,09/02/2020 09:49:48 AM,Not agree,Not agree
12/14/2021,HI,86579,,,207,2,1047,,,0,0,12/15/2021 02:52:52 PM,Not agree,Not agree
10/02/2021,HI,77412,,,269,32,796,,,12,0,10/04/2021 12:47:32 PM,Not agree,Not agree
01/04/2021,HI,21614,,,75,0,287,,,0,0,01/05/2021 03:00:42 PM,Not agree,Not agree
03/15/2021,HI,28312,,,44,0,448,,,0,0,03/16/2021 02:12:32 PM,Not agree,Not agree
08/25/2021,HI,55668,,,503,-39,570,,,8,0,08/26/2021 02:58:37 PM,Not agree,Not agree
10/19/2021,HI,80005,,,64,6,871,,,0,0,10/20/2021 02:03:53 PM,Not agree,Not agree
02/11/2022,HI,224833,,,695,124,1235,,,8,0,02/12/2022 02:17:24 PM,Not agree,Not agree
02/15/2020,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
06/28/2020,HI,883,,,2,0,18,,,1,0,06/29/2020 10:37:31 AM,Not agree,Not agree
03/10/2020,HI,2,,,0,0,0,,,0,,03/10/2020 12:00:00 AM,Not agree,Not agree
05/10/2020,HI,622,,,2,0,17,,,0,0,05/11/2020 05:26:08 PM,Not agree,Not agree
04/22/2022,HI,238763,,,0,0,1395,,,0,0,04/23/2022 01:21:45 PM,Not agree,Not agree
09/25/2020,HI,11982,,,127,0,127,,,3,0,09/26/2020 09:46:07 AM,Not agree,Not agree
06/06/2021,HI,35360,,,77,6,502,,,3,0,06/07/2021 02:36:26 PM,Not agree,Not agree
01/09/2022,HI,139262,,,4509,480,1094,,,3,0,01/10/2022 03:08:19 PM,Not agree,Not agree
08/18/2021,HI,50821,,,641,101,551,,,2,0,08/19/2021 03:10:12 PM,Not agree,Not agree
05/22/2020,HI,636,,,1,0,17,,,0,0,05/23/2020 01:58:16 PM,Not agree,Not agree
02/10/2021,HI,26507,,,51,0,420,,,5,0,02/11/2021 02:50:55 PM,Not agree,Not agree
07/03/2022,HI,301246,,,0,0,1492,,,0,0,07/04/2022 01:23:48 PM,Not agree,Not agree
02/12/2021,HI,26652,,,61,0,422,,,1,0,02/13/2021 02:50:08 PM,Not agree,Not agree
02/07/2020,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
08/12/2020,HI,4280,,,353,0,38,,,4,0,08/13/2020 10:12:28 AM,Not agree,Not agree
11/28/2021,HI,84615,,,149,50,1007,,,3,0,11/29/2021 02:21:14 PM,Not agree,Not agree
03/26/2022,HI,233569,,,0,0,1361,,,0,0,03/28/2022 01:08:30 PM,Not agree,Not agree
07/01/2020,HI,928,,,20,0,18,,,0,0,07/02/2020 11:10:03 AM,Not agree,Not agree
02/19/2020,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
04/01/2022,HI,234659,,,0,0,1367,,,0,0,04/02/2022 01:21:28 PM,Not agree,Not agree
10/03/2021,HI,77688,,,276,29,803,,,7,0,10/04/2021 01:57:57 PM,Not agree,Not agree
02/23/2022,HI,229199,,,116,4,1292,,,0,0,02/24/2022 02:32:28 PM,Not agree,Not agree
12/28/2020,HI,20676,,,45,0,283,,,0,0,12/29/2020 02:56:32 PM,Not agree,Not agree
09/02/2020,HI,9169,,,208,0,75,,,1,0,09/03/2020 10:18:16 AM,Not agree,Not agree
11/02/2020,HI,15147,,,72,0,218,,,0,0,11/03/2020 02:57:05 PM,Not agree,Not agree
07/09/2022,HI,305348,,,0,0,1512,,,0,0,07/11/2022 12:41:41 PM,Not agree,Not agree
12/19/2021,HI,89675,,,958,183,1061,,,2,0,12/20/2021 03:18:49 PM,Not agree,Not agree
12/27/2020,HI,20631,,,94,0,283,,,0,0,12/28/2020 02:42:49 PM,Not agree,Not agree
04/24/2020,HI,594,,,2,0,13,,,1,0,05/25/2020 11:38:40 AM,Not agree,Not agree
03/04/2021,HI,27604,,,55,0,438,,,0,0,03/05/2021 04:11:33 PM,Not agree,Not agree
02/12/2020,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
07/05/2021,HI,36646,,,42,0,515,,,0,0,07/06/2021 01:52:24 PM,Not agree,Not agree
05/22/2021,HI,34610,,,89,7,491,,,0,0,05/23/2021 01:37:59 PM,Not agree,Not agree
01/22/2021,HI,24785,,,122,0,329,,,4,0,01/23/2021 02:50:13 PM,Not agree,Not agree
09/21/2021,HI,73841,,,274,2,709,,,0,0,09/22/2021 02:04:47 PM,Not agree,Not agree
07/13/2022,HI,309561,,,4213,946,1523,,,11,0,07/14/2022 01:18:07 PM,Not agree,Not agree
04/14/2020,HI,524,,,11,0,9,,,0,,04/13/2020 12:22:39 PM,Not agree,Not agree
08/04/2021,HI,42135,,,320,27,535,,,0,0,08/05/2021 02:32:13 PM,Not agree,Not agree
10/29/2021,HI,81311,,,143,12,890,,,4,0,10/30/2021 01:29:20 PM,Not agree,Not agree
01/17/2021,HI,23725,,,121,0,319,,,2,0,01/18/2021 02:39:32 PM,Not agree,Not agree
12/20/2021,HI,90510,,,835,136,1061,,,0,0,12/21/2021 05:31:35 PM,Not agree,Not agree
05/02/2020,HI,610,,,3,0,16,,,0,0,05/03/2020 11:36:03 AM,Not agree,Not agree
08/24/2020,HI,6959,,,215,0,49,,,2,0,08/25/2020 10:02:54 AM,Not agree,Not agree
