submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
11/05/2020,HI,15471,,,92,0,218,,,0,0,11/06/2020 03:33:41 PM,Not agree,Not agree
04/16/2021,HI,31422,,,85,0,471,,,1,0,04/17/2021 01:58:33 PM,Not agree,Not agree
11/24/2020,HI,17198,,,56,0,231,,,0,0,11/25/2020 02:53:15 PM,Not agree,Not agree
03/11/2021,HI,27998,,,54,0,445,,,0,0,03/12/2021 03:20:13 PM,Not agree,Not agree
01/22/2022,HI,194451,,,3900,622,1131,,,5,0,01/24/2022 02:28:34 PM,Not agree,Not agree
12/04/2020,HI,18058,,,100,0,254,,,10,0,12/05/2020 02:29:17 PM,Not agree,Not agree
04/10/2020,HI,489,,,20,0,8,,,2,,04/09/2020 12:22:39 PM,Not agree,Not agree
02/02/2020,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
06/14/2022,HI,283574,,,0,0,1453,,,0,0,06/15/2022 01:42:39 PM,Not agree,Not agree
04/27/2022,HI,241955,,,2501,870,1406,,,11,0,04/28/2022 01:30:29 PM,Not agree,Not agree
02/17/2020,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
01/27/2022,HI,206405,,,2320,287,1147,,,10,0,01/28/2022 02:17:23 PM,Not agree,Not agree
12/17/2020,HI,19417,,,136,0,278,,,2,0,12/18/2020 02:45:01 PM,Not agree,Not agree
09/06/2021,HI,66057,,,742,31,622,,,2,0,09/07/2021 03:14:40 PM,Not agree,Not agree
04/08/2022,HI,235797,,,0,0,1370,,,0,0,04/09/2022 01:34:03 PM,Not agree,Not agree
09/30/2021,HI,76784,,,327,45,777,,,12,0,10/01/2021 01:23:39 PM,Not agree,Not agree
03/17/2020,HI,16,,,5,0,0,,,0,,03/26/2020 12:22:39 PM,Not agree,Not agree
06/21/2022,HI,290652,,,0,0,1462,,,0,0,06/22/2022 01:43:28 PM,Not agree,Not agree
01/27/2021,HI,25366,,,94,0,401,,,3,0,01/28/2021 02:49:07 PM,Not agree,Not agree
02/08/2021,HI,26428,,,30,0,415,,,0,,02/09/2021 04:35:13 PM,Not agree,Not agree
03/28/2022,HI,233569,,,0,0,1361,,,0,0,03/29/2022 01:30:11 PM,Not agree,Not agree
10/01/2021,HI,77143,,,359,41,784,,,7,0,10/02/2021 01:37:53 PM,Not agree,Not agree
05/06/2021,HI,33309,,,123,0,483,,,1,0,05/07/2021 01:36:40 PM,Not agree,Not agree
08/06/2020,HI,3088,,,201,0,29,,,2,0,08/07/2020 07:57:59 PM,Not agree,Not agree
12/23/2021,HI,93646,,,1489,262,1066,,,3,0,12/24/2021 02:15:59 PM,Not agree,Not agree
09/22/2020,HI,11654,,,167,0,120,,,0,0,09/23/2020 09:51:22 AM,Not agree,Not agree
04/21/2022,HI,238763,,,0,0,1395,,,0,0,04/22/2022 02:15:21 PM,Not agree,Not agree
10/12/2021,HI,79142,,,49,1,840,,,0,0,10/13/2021 02:39:10 PM,Not agree,Not agree
02/22/2020,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
07/10/2022,HI,305348,,,0,0,1512,,,0,0,07/11/2022 01:40:37 PM,Not agree,Not agree
08/15/2021,HI,49205,,,829,67,549,,,4,0,08/16/2021 03:23:49 PM,Not agree,Not agree
07/01/2021,HI,36435,,,44,2,515,,,1,0,07/02/2021 01:55:07 PM,Not agree,Not agree
02/25/2021,HI,27247,,,36,0,432,,,0,0,02/26/2021 03:02:41 PM,Not agree,Not agree
09/16/2021,HI,71570,,,579,31,674,,,8,0,09/17/2021 01:28:36 PM,Not agree,Not agree
03/31/2022,HI,234659,,,0,0,1367,,,0,0,04/01/2022 01:54:34 PM,Not agree,Not agree
11/10/2021,HI,82582,,,128,25,958,,,6,0,11/11/2021 02:27:06 PM,Not agree,Not agree
06/05/2021,HI,35283,,,66,2,499,,,1,0,06/06/2021 01:36:52 PM,Not agree,Not agree
01/31/2021,HI,25786,,,78,0,407,,,3,0,02/01/2021 02:50:29 PM,Not agree,Not agree
08/10/2021,HI,45460,,,419,17,540,,,0,0,08/11/2021 03:30:51 PM,Not agree,Not agree
10/21/2021,HI,80281,,,142,20,875,,,4,0,10/22/2021 02:05:10 PM,Not agree,Not agree
01/28/2021,HI,25460,,,94,0,403,,,2,0,01/29/2021 02:42:19 PM,Not agree,Not agree
02/21/2022,HI,228934,,,199,43,1292,,,0,0,02/22/2022 02:17:25 PM,Not agree,Not agree
05/11/2022,HI,251759,,,5649,1473,1422,,,6,0,05/12/2022 01:16:14 PM,Not agree,Not agree
06/29/2021,HI,36344,,,30,6,513,,,0,0,06/30/2021 02:11:39 PM,Not agree,Not agree
10/05/2021,HI,77963,,,87,10,806,,,0,0,10/06/2021 02:06:06 PM,Not agree,Not agree
08/18/2020,HI,5583,,,261,0,41,,,1,0,08/19/2020 10:23:51 AM,Not agree,Not agree
03/14/2022,HI,231844,,,0,0,1342,,,0,0,03/15/2022 01:23:04 PM,Not agree,Not agree
03/05/2021,HI,27655,,,51,0,440,,,2,0,03/06/2021 03:08:48 PM,Not agree,Not agree
11/15/2021,HI,83079,,,93,14,967,,,0,0,11/16/2021 02:59:01 PM,Not agree,Not agree
12/25/2020,HI,20428,,,119,0,283,,,0,0,12/26/2020 02:34:18 PM,Not agree,Not agree
07/18/2021,HI,37717,,,140,4,520,,,0,0,07/19/2021 02:21:19 PM,Not agree,Not agree
04/05/2020,HI,406,,,18,0,4,,,0,,04/04/2020 12:22:39 PM,Not agree,Not agree
10/07/2020,HI,13110,,,101,0,163,,,3,0,10/08/2020 09:56:57 AM,Not agree,Not agree
11/26/2020,HI,17415,,,117,0,235,,,2,0,11/27/2020 03:07:59 PM,Not agree,Not agree
05/22/2022,HI,258781,,,0,0,1434,,,0,0,05/23/2022 01:52:41 PM,Not agree,Not agree
07/10/2021,HI,36934,,,100,16,518,,,2,0,07/12/2021 01:16:46 PM,Not agree,Not agree
06/09/2022,HI,283574,,,0,0,1453,,,0,0,06/10/2022 01:14:48 PM,Not agree,Not agree
04/30/2022,HI,241955,,,0,0,1406,,,0,0,05/02/2022 12:49:10 PM,Not agree,Not agree
05/18/2020,HI,630,,,1,0,17,,,0,0,05/19/2020 11:45:23 AM,Not agree,Not agree
04/17/2021,HI,31606,,,184,88,471,,,0,0,04/18/2021 01:41:35 PM,Not agree,Not agree
09/03/2020,HI,9436,,,267,0,79,,,4,0,09/04/2020 09:36:16 AM,Not agree,Not agree
07/04/2020,HI,1005,,,25,0,19,,,0,0,07/05/2020 11:00:14 AM,Not agree,Not agree
08/10/2020,HI,3728,,,120,0,34,,,3,0,08/11/2020 10:16:27 AM,Not agree,Not agree
01/26/2022,HI,204085,,,2021,233,1137,,,2,0,01/27/2022 02:52:03 PM,Not agree,Not agree
05/20/2022,HI,258781,,,0,0,1434,,,0,0,05/21/2022 01:16:11 PM,Not agree,Not agree
01/10/2022,HI,143089,,,3827,682,1094,,,0,0,01/11/2022 02:42:53 PM,Not agree,Not agree
04/20/2021,HI,31817,,,38,0,471,,,0,0,04/21/2021 02:12:05 PM,Not agree,Not agree
05/04/2021,HI,33132,,,72,0,481,,,0,0,05/05/2021 02:14:20 PM,Not agree,Not agree
07/26/2021,HI,39156,,,156,4,526,,,0,0,07/27/2021 02:48:23 PM,Not agree,Not agree
09/14/2021,HI,70504,,,421,39,655,,,0,0,09/15/2021 02:35:57 PM,Not agree,Not agree
02/08/2022,HI,222504,,,521,63,1214,,,0,0,02/09/2022 02:50:57 PM,Not agree,Not agree
04/23/2021,HI,32066,,,89,0,474,,,1,0,04/24/2021 02:22:34 PM,Not agree,Not agree
03/27/2020,HI,171,,,35,0,0,,,0,,03/26/2020 12:22:39 PM,Not agree,Not agree
11/17/2020,HI,16515,,,44,0,221,,,0,0,11/18/2020 02:57:46 PM,Not agree,Not agree
09/22/2021,HI,74169,,,328,49,721,,,12,0,09/23/2021 02:07:24 PM,Not agree,Not agree
01/02/2022,HI,115400,,,3117,715,1083,,,0,0,01/03/2022 03:18:16 PM,Not agree,Not agree
04/21/2020,HI,584,,,6,0,12,,,2,0,04/21/2020 12:22:39 PM,Not agree,Not agree
06/30/2021,HI,36391,,,47,3,514,,,1,0,07/01/2021 02:29:33 PM,Not agree,Not agree
02/13/2021,HI,26729,,,77,20,422,,,0,0,02/14/2021 02:51:00 PM,Not agree,Not agree
04/09/2022,HI,235797,,,0,0,1370,,,0,0,04/11/2022 12:33:54 PM,Not agree,Not agree
09/12/2020,HI,10661,,,114,0,97,,,1,0,09/13/2020 12:17:15 PM,Not agree,Not agree
05/05/2022,HI,246110,,,0,0,1416,,,0,0,05/06/2022 01:14:55 PM,Not agree,Not agree
12/09/2020,HI,18470,,,73,0,264,,,4,0,12/10/2020 02:50:16 PM,Not agree,Not agree
11/04/2021,HI,81960,,,110,12,924,,,13,0,11/05/2021 02:19:47 PM,Not agree,Not agree
05/03/2020,HI,611,,,1,0,17,,,1,0,05/04/2020 06:49:24 PM,Not agree,Not agree
12/26/2021,HI,97022,,,0,0,1071,,,0,0,12/27/2021 04:13:05 PM,Not agree,Not agree
09/23/2020,HI,11744,,,90,0,122,,,2,0,09/24/2020 09:54:02 AM,Not agree,Not agree
07/13/2021,HI,37134,,,53,0,518,,,0,0,07/14/2021 02:14:34 PM,Not agree,Not agree
04/24/2022,HI,238763,,,0,0,1395,,,0,0,04/25/2022 01:33:47 PM,Not agree,Not agree
07/06/2021,HI,36680,,,34,1,515,,,0,0,07/07/2021 02:48:49 PM,Not agree,Not agree
05/29/2021,HI,34889,,,45,3,496,,,1,0,05/30/2021 01:32:12 PM,Not agree,Not agree
12/11/2021,HI,86016,,,183,28,1042,,,8,0,12/13/2021 01:44:32 PM,Not agree,Not agree
07/08/2021,HI,36777,,,63,6,516,,,1,0,07/09/2021 01:56:56 PM,Not agree,Not agree
07/24/2020,HI,1591,,,70,0,26,,,0,0,07/25/2020 01:40:06 PM,Not agree,Not agree
08/19/2021,HI,51565,,,744,62,555,,,4,0,08/20/2021 01:21:34 PM,Not agree,Not agree
01/19/2022,HI,180337,,,3898,654,1115,,,0,0,01/20/2022 03:22:04 PM,Not agree,Not agree
10/30/2021,HI,81461,,,150,49,899,,,9,0,11/01/2021 12:51:18 PM,Not agree,Not agree
10/16/2020,HI,13813,,,89,0,185,,,1,0,10/17/2020 02:09:18 PM,Not agree,Not agree
07/28/2021,HI,39392,,,88,13,529,,,3,0,07/29/2021 01:49:46 PM,Not agree,Not agree
10/20/2020,HI,14108,,,84,0,189,,,2,0,10/21/2020 01:34:31 PM,Not agree,Not agree
08/22/2020,HI,6575,,,247,0,47,,,2,0,08/23/2020 10:15:28 AM,Not agree,Not agree
03/03/2022,HI,231006,,,292,62,1332,,,3,0,03/04/2022 03:15:42 PM,Not agree,Not agree
07/27/2020,HI,1730,,,47,0,26,,,0,0,07/28/2020 10:21:07 AM,Not agree,Not agree
07/31/2021,HI,40643,,,467,16,534,,,0,0,08/02/2021 12:48:14 PM,Not agree,Not agree
07/14/2022,HI,309561,,,0,0,1523,,,0,0,07/15/2022 01:16:22 PM,Not agree,Not agree
05/07/2020,HI,617,,,0,0,17,,,0,0,05/07/2020 12:00:00 AM,Not agree,Not agree
03/23/2021,HI,28950,,,38,0,451,,,0,0,03/24/2021 02:16:52 PM,Not agree,Not agree
04/18/2021,HI,31715,,,109,0,471,,,0,0,04/19/2021 03:04:26 PM,Not agree,Not agree
05/26/2020,HI,636,,,0,0,17,,,0,0,05/26/2020 12:00:00 AM,Not agree,Not agree
05/14/2022,HI,251759,,,0,0,1422,,,0,0,05/16/2022 01:02:07 PM,Not agree,Not agree
03/26/2021,HI,29237,,,117,0,456,,,1,0,03/27/2021 02:01:18 PM,Not agree,Not agree
06/19/2021,HI,35976,,,57,4,508,,,2,0,06/18/2021 01:48:26 PM,Not agree,Not agree
01/05/2022,HI,122385,,,2555,110,1083,,,0,0,01/06/2022 02:32:45 PM,Not agree,Not agree
06/04/2021,HI,35217,,,65,1,498,,,0,0,06/05/2021 01:49:07 PM,Not agree,Not agree
06/01/2021,HI,35090,,,55,7,497,,,0,0,06/02/2021 02:35:40 PM,Not agree,Not agree
04/18/2022,HI,237097,,,0,0,1378,,,0,0,04/19/2022 01:21:35 PM,Not agree,Not agree
04/17/2022,HI,237097,,,0,0,1378,,,0,0,04/18/2022 02:50:08 PM,Not agree,Not agree
09/13/2021,HI,70083,,,454,11,655,,,0,0,09/14/2021 02:22:50 PM,Not agree,Not agree
09/18/2020,HI,11291,,,112,0,120,,,13,0,09/19/2020 10:00:26 AM,Not agree,Not agree
06/29/2022,HI,301246,,,5239,1228,1492,,,15,0,06/30/2022 01:15:26 PM,Not agree,Not agree
12/18/2020,HI,19539,,,122,0,279,,,1,0,12/19/2020 02:42:31 PM,Not agree,Not agree
02/01/2020,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
12/16/2020,HI,19281,,,104,0,276,,,4,0,12/17/2020 02:33:42 PM,Not agree,Not agree
09/08/2020,HI,10086,,,100,0,88,,,2,0,09/09/2020 09:47:50 AM,Not agree,Not agree
07/25/2021,HI,39000,,,259,6,526,,,2,0,07/26/2021 01:52:25 PM,Not agree,Not agree
10/04/2021,HI,77876,,,188,32,806,,,3,0,10/05/2021 01:39:21 PM,Not agree,Not agree
04/23/2022,HI,238763,,,0,0,1395,,,0,0,04/25/2022 12:42:22 PM,Not agree,Not agree
12/16/2021,HI,87241,,,384,155,1054,,,2,0,12/17/2021 02:18:55 PM,Not agree,Not agree
05/04/2020,HI,614,,,3,0,17,,,0,0,05/05/2020 01:25:08 PM,Not agree,Not agree
04/11/2022,HI,235797,,,0,0,1370,,,0,0,04/12/2022 01:55:12 PM,Not agree,Not agree
05/13/2020,HI,626,,,0,0,17,,,0,0,05/13/2020 12:00:00 AM,Not agree,Not agree
06/08/2022,HI,283574,,,7943,2198,1453,,,8,0,06/09/2022 01:20:35 PM,Not agree,Not agree
03/29/2021,HI,29608,,,80,0,459,,,0,0,03/30/2021 02:06:13 PM,Not agree,Not agree
12/11/2020,HI,18665,,,79,0,267,,,1,0,12/12/2020 02:59:37 PM,Not agree,Not agree
12/05/2020,HI,18169,,,111,0,259,,,5,0,12/06/2020 02:51:16 PM,Not agree,Not agree
06/16/2020,HI,732,,,5,0,17,,,0,0,06/17/2020 11:06:04 AM,Not agree,Not agree
12/31/2020,HI,21026,,,175,0,286,,,3,0,01/01/2021 02:49:07 PM,Not agree,Not agree
07/18/2020,HI,1356,,,28,0,24,,,1,0,07/19/2020 11:05:47 AM,Not agree,Not agree
05/31/2021,HI,35035,,,27,-1,497,,,0,0,06/01/2021 03:18:33 PM,Not agree,Not agree
07/17/2020,HI,1328,,,19,0,23,,,1,0,07/18/2020 12:14:26 PM,Not agree,Not agree
01/16/2021,HI,23604,,,156,0,317,,,2,0,01/17/2021 03:43:14 PM,Not agree,Not agree
12/13/2021,HI,86372,,,147,27,1047,,,0,0,12/14/2021 02:53:14 PM,Not agree,Not agree
04/11/2021,HI,31045,,,89,0,468,,,0,0,04/12/2021 01:39:29 PM,Not agree,Not agree
03/08/2022,HI,231722,,,63,2,1342,,,0,0,03/09/2022 02:28:56 PM,Not agree,Not agree
12/03/2020,HI,17958,,,139,0,244,,,2,0,12/04/2020 03:00:59 PM,Not agree,Not agree
11/07/2020,HI,15707,,,123,0,219,,,1,0,11/08/2020 02:40:34 PM,Not agree,Not agree
01/02/2021,HI,21417,,,159,0,287,,,0,0,01/03/2021 02:53:25 PM,Not agree,Not agree
10/08/2020,HI,13110,,,0,0,164,,,1,0,10/09/2020 01:43:36 PM,Not agree,Not agree
03/11/2020,HI,2,,,0,0,0,,,0,,03/11/2020 12:00:00 AM,Not agree,Not agree
04/07/2022,HI,235797,,,0,0,1370,,,0,0,04/08/2022 01:45:38 PM,Not agree,Not agree
02/21/2021,HI,27075,,,64,0,428,,,1,0,02/22/2021 02:53:38 PM,Not agree,Not agree
03/14/2021,HI,28268,,,50,0,448,,,1,0,03/15/2021 02:03:45 PM,Not agree,Not agree
11/13/2020,HI,16274,,,103,0,221,,,0,0,11/14/2020 02:44:40 PM,Not agree,Not agree
03/28/2021,HI,29528,,,102,0,459,,,0,0,03/29/2021 01:48:56 PM,Not agree,Not agree
05/24/2020,HI,636,,,0,0,17,,,0,0,05/24/2020 12:00:00 AM,Not agree,Not agree
07/16/2021,HI,37455,,,137,0,520,,,1,0,07/17/2021 01:43:02 PM,Not agree,Not agree
11/16/2020,HI,16471,,,92,0,221,,,0,0,11/17/2020 02:52:47 PM,Not agree,Not agree
09/27/2021,HI,76006,,,248,17,752,,,0,0,09/28/2021 02:30:08 PM,Not agree,Not agree
10/25/2021,HI,80807,,,85,7,883,,,0,0,10/26/2021 01:58:33 PM,Not agree,Not agree
11/23/2020,HI,17142,,,103,0,231,,,0,0,11/24/2020 03:27:55 PM,Not agree,Not agree
06/16/2021,HI,35831,,,29,2,504,,,1,0,06/17/2021 02:38:09 PM,Not agree,Not agree
05/15/2020,HI,628,,,2,0,17,,,0,0,05/16/2020 11:46:44 AM,Not agree,Not agree
06/11/2021,HI,35595,,,73,4,503,,,1,0,06/12/2021 02:13:34 PM,Not agree,Not agree
02/16/2021,HI,26819,,,16,0,423,,,0,0,02/17/2021 02:51:58 PM,Not agree,Not agree
08/24/2021,HI,55165,,,557,70,562,,,1,0,08/25/2021 01:58:33 PM,Not agree,Not agree
09/13/2020,HI,10741,,,80,0,99,,,2,0,09/14/2020 10:01:21 AM,Not agree,Not agree
11/29/2020,HI,17627,,,54,0,242,,,4,0,11/30/2020 02:51:40 PM,Not agree,Not agree
05/12/2020,HI,626,,,3,0,17,,,0,0,05/13/2020 11:26:08 AM,Not agree,Not agree
08/27/2021,HI,57509,,,1017,132,579,,,9,0,08/28/2021 01:53:26 PM,Not agree,Not agree
03/03/2021,HI,27549,,,17,0,438,,,2,0,03/04/2021 03:08:33 PM,Not agree,Not agree
08/30/2020,HI,8443,,,130,0,63,,,1,0,08/31/2020 10:05:56 AM,Not agree,Not agree
01/26/2020,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
06/22/2021,HI,36066,,,18,-1,510,,,0,0,06/23/2021 03:24:06 PM,Not agree,Not agree
03/04/2022,HI,231222,,,216,75,1336,,,4,0,03/05/2022 02:44:19 PM,Not agree,Not agree
11/30/2021,HI,84760,,,75,13,1007,,,0,0,12/01/2021 03:57:34 PM,Not agree,Not agree
11/17/2021,HI,83270,,,133,18,974,,,7,0,11/18/2021 04:58:36 PM,Not agree,Not agree
01/07/2021,HI,22133,,,287,0,297,,,0,0,01/08/2021 03:56:01 PM,Not agree,Not agree
06/10/2021,HI,35522,,,61,15,502,,,0,0,06/11/2021 02:20:54 PM,Not agree,Not agree
02/13/2022,HI,226027,,,504,69,1250,,,4,0,02/14/2022 02:48:15 PM,Not agree,Not agree
06/27/2020,HI,881,,,26,0,17,,,0,0,06/28/2020 10:59:02 AM,Not agree,Not agree
03/09/2022,HI,231844,,,122,7,1342,,,0,0,03/10/2022 02:27:26 PM,Not agree,Not agree
02/04/2020,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
06/13/2022,HI,283574,,,0,0,1453,,,0,0,06/14/2022 01:48:37 PM,Not agree,Not agree
04/22/2021,HI,31977,,,92,0,473,,,2,0,04/23/2021 01:57:50 PM,Not agree,Not agree
02/18/2021,HI,26906,,,60,0,425,,,1,0,02/19/2021 03:33:51 PM,Not agree,Not agree
02/06/2020,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
02/22/2022,HI,229083,,,149,27,1292,,,0,0,02/23/2022 03:07:10 PM,Not agree,Not agree
01/30/2021,HI,25708,,,144,35,404,,,0,0,01/31/2021 02:48:12 PM,Not agree,Not agree
01/21/2022,HI,190551,,,4403,472,1126,,,2,0,01/22/2022 02:22:36 PM,Not agree,Not agree
01/12/2021,HI,23048,,,108,0,306,,,0,0,01/13/2021 02:44:58 PM,Not agree,Not agree
03/01/2021,HI,27499,,,26,0,436,,,0,0,03/02/2021 02:54:47 PM,Not agree,Not agree
02/14/2021,HI,26772,,,43,0,423,,,1,0,02/15/2021 02:46:24 PM,Not agree,Not agree
11/12/2021,HI,82836,,,126,27,966,,,5,0,11/13/2021 02:31:27 PM,Not agree,Not agree
07/19/2020,HI,1368,,,12,0,24,,,0,0,07/20/2020 10:35:44 AM,Not agree,Not agree
04/22/2020,HI,589,,,5,0,12,,,0,0,04/22/2020 12:22:39 PM,Not agree,Not agree
09/11/2021,HI,68916,,,829,58,648,,,12,0,09/13/2021 12:52:39 PM,Not agree,Not agree
06/04/2022,HI,275631,,,0,0,1445,,,0,0,06/06/2022 01:00:10 PM,Not agree,Not agree
11/20/2020,HI,16766,,,89,0,222,,,0,0,11/21/2020 02:59:41 PM,Not agree,Not agree
01/11/2021,HI,22940,,,162,0,306,,,0,0,01/12/2021 02:48:35 PM,Not agree,Not agree
10/08/2021,HI,78597,,,192,23,828,,,7,0,10/09/2021 01:32:02 PM,Not agree,Not agree
05/02/2021,HI,32989,,,107,0,480,,,0,0,05/03/2021 01:58:14 PM,Not agree,Not agree
09/20/2021,HI,73567,,,419,28,709,,,0,0,09/21/2021 02:33:33 PM,Not agree,Not agree
11/03/2021,HI,81850,,,161,16,911,,,3,0,11/04/2021 03:01:34 PM,Not agree,Not agree
09/24/2021,HI,74997,,,391,21,742,,,9,0,09/25/2021 01:25:43 PM,Not agree,Not agree
11/28/2020,HI,17573,,,75,0,238,,,0,0,11/29/2020 02:49:08 PM,Not agree,Not agree
01/20/2021,HI,24551,,,68,0,322,,,1,0,01/21/2021 02:44:32 PM,Not agree,Not agree
08/29/2020,HI,8313,,,200,0,62,,,3,0,08/30/2020 10:49:52 AM,Not agree,Not agree
01/29/2021,HI,25564,,,104,0,404,,,1,0,01/30/2021 02:43:11 PM,Not agree,Not agree
06/14/2021,HI,35769,,,46,0,503,,,0,0,06/15/2021 02:44:13 PM,Not agree,Not agree
12/14/2020,HI,19125,,,187,0,272,,,0,0,12/15/2020 02:39:02 PM,Not agree,Not agree
02/27/2021,HI,27419,,,133,34,436,,,2,0,02/28/2021 02:48:18 PM,Not agree,Not agree
03/16/2020,HI,11,,,1,0,0,,,0,,03/26/2020 12:22:39 PM,Not agree,Not agree
01/29/2020,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
09/28/2020,HI,12252,,,85,0,132,,,1,0,09/29/2020 09:50:42 AM,Not agree,Not agree
06/24/2022,HI,296007,,,0,0,1477,,,0,0,06/25/2022 01:21:08 PM,Not agree,Not agree
06/12/2022,HI,283574,,,0,0,1453,,,0,0,06/13/2022 02:45:26 PM,Not agree,Not agree
04/15/2020,HI,535,,,11,0,9,,,0,,04/15/2020 12:22:39 PM,Not agree,Not agree
05/17/2020,HI,629,,,0,0,17,,,0,0,05/17/2020 12:00:00 AM,Not agree,Not agree
01/23/2022,HI,197582,,,3131,319,1135,,,4,0,01/24/2022 03:59:16 PM,Not agree,Not agree
10/14/2021,HI,79411,,,156,32,852,,,6,0,10/15/2021 01:51:07 PM,Not agree,Not agree
10/05/2020,HI,12900,,,81,0,157,,,1,0,10/06/2020 09:33:58 AM,Not agree,Not agree
11/07/2021,HI,82282,,,123,13,952,,,11,0,11/08/2021 03:35:12 PM,Not agree,Not agree
05/09/2022,HI,246110,,,0,0,1416,,,0,0,05/10/2022 01:23:16 PM,Not agree,Not agree
10/24/2021,HI,80722,,,153,37,883,,,3,0,10/25/2021 05:00:46 PM,Not agree,Not agree
07/07/2022,HI,305348,,,0,0,1512,,,0,0,07/08/2022 01:25:51 PM,Not agree,Not agree
09/14/2020,HI,10806,,,65,0,99,,,0,0,09/15/2020 10:03:59 AM,Not agree,Not agree
04/01/2020,HI,311,,,28,0,1,,,0,,03/31/2020 12:22:39 PM,Not agree,Not agree
